titles,gross,max_theaters,opening_gross,opening_weekend_perc,opening_theaters,open_date,close_date
Oh Lucy!,375391,830,14569,3.9,830,2018-01-01,2018-01-01
Grace Jones: Bloodlight and Bami,375208,272,56171,15,272,2018-02-01,2018-02-01
Jurassic Park,374238,198,213743,57.1,198,2018-03-01,2018-03-01
Pom Poko,372405,247,107909,29,247,2018-04-01,2018-04-01
Believer,365639,5,146630,40.1,5,2018-08-01,2018-08-01
Mountain,365412,334,6067,1.7,334,2018-05-01,2018-05-01
Kusama: Infinity,360931,4,30998,8.6,4,2018-08-01,2018-08-01
Suicide the Ripple Effect,347468,467,2600,0.7,467,2018-08-01,2018-08-01
Sailor Moon R: The Movie: The Promise of the Rose/Sailor Moon S: The Movie - Hearts in Ice,335697,4,173199,51.6,4,2018-10-01,2018-10-01
Russ Taff: I Still Believe,334983,2007,0,0,2007,2018-05-01,2018-05-01
Shine,333388,2007,205842,61.7,2007,2018-05-01,2018-05-01
Hichki,330279,838,330279,100,838,2018-03-01,2018-03-01
Flower,328188,838,48919,14.9,838,2018-04-01,2018-04-01
The Bolshoi Ballet: Live From Moscow - The Nutcracker,323928,144,323928,100,144,2018-11-01,2018-11-01
The Opera House,320079,5,191466,59.8,5,2018-05-01,2018-05-01
The Riot and the Dance,316103,13,0,0,13,2018-05-01,2018-05-01
The Bolshoi Ballet: Live From Moscow - Romeo and Juliet,313088,4,256025,81.8,4,2018-07-01,2018-07-01
The Metropolitan Opera HD Live: MET Opera: Magic Flute,307686,1141,307686,100,1141,2018-09-01,2018-09-01
Damsel,305136,4,20291,6.6,4,2018-12-01,2018-12-01
Showtime Championship Boxing: Deontay Wilder vs. Tyson Fury,304482,564,304482,100,564,2018-03-01,2018-03-01
The Bolshoi Ballet: Live From Moscow - Giselle,302681,549,244588,80.8,549,2018-04-01,2018-04-01
Sunset Blvd.,299645,451,169067,56.4,451,2018-07-01,2018-07-01
Harry Potter and the Sorcerer's Stone,295917,451,0,0,451,2018-09-01,2018-09-01
More Than Funny,290498,703,0,0,703,2018-08-01,2018-08-01
Son of Bigfoot,289308,0,0,0,0,2018-01-01,2018-01-01
Andy Irons: Kissed by God,285933,339,0,0,339,2018-06-01,2018-06-01
Golden Job,285795,4,121391,42.5,4,2018-08-01,2018-08-01
But Deliver Us from Evil,285169,1272,99541,34.9,1272,2018-09-01,2018-09-01
Disney's Newsies: The Broadway Musical!,282429,1272,122524,43.4,1272,2018-11-01,2018-11-01
Science Fair,276195,331,11231,4.1,331,2018-02-01,2018-02-01
Kings,274635,331,163289,59.5,331,2018-03-01,2018-03-01
The Endless,272020,305,9083,3.3,305,2018-04-01,2018-04-01
The World Before Your Feet,268644,305,22482,8.4,305,,
Doctor Who,264629,86,0,0,86,2018-11-01,2018-11-01
Detective Dee: The Four Heavenly Kings,262963,34,126929,48.3,34,2018-03-01,2018-03-01
Eating You Alive,260534,233,0,0,233,2018-04-01,2018-04-01
What They Had,260136,3,17683,6.8,3,2018-06-01,2018-06-01
The King,259291,311,29050,0,311,2018-10-01,2018-10-01
Across the Universe,258618,2,118217,45.7,2,2018-12-01,2018-12-01
Big,258507,224,141578,54.8,224,2018-04-01,2018-04-01
Back to Burgundy,257610,3,15157,5.9,3,2018-12-01,2018-12-01
London Fields,252676,573,168575,66.7,573,2018-01-01,2018-01-01
Best F(r)iends: Volume 1,252410,161,131671,52.2,161,2018-04-01,2018-04-01
Batti Gul Meter Chalu,249539,170,153847,61.7,170,2018-06-01,2018-06-01
Harry Potter and the Chamber of Secrets,245501,4,0,0,4,2018-08-01,2018-08-01
The Fireflies Are Gone,245006,83,51119,20.9,83,2018-07-01,2018-07-01
RWBY: Argus Limited,238379,83,0,0,83,2018-11-01,2018-11-01
Generation Wealth,237709,544,35834,15.1,544,2018-08-01,2018-08-01
Alien Intrusion: Unmasking a Deception,237411,544,0,0,544,2018-09-01,2018-09-01
Skate Kitchen,236799,178,18065,7.6,178,2018-11-01,2018-11-01
Hamlet,235229,4,0,0,4,2018-02-01,2018-02-01
Superman,233585,73,102223,43.8,73,2018-06-01,2018-06-01
Bishôjo senshi Sailor Moon Super S Special,231434,72,109707,47.4,72,,
Borg vs. McEnroe,231346,9,52625,22.7,9,2018-04-01,2018-04-01
Matangi/Maya/M.I.A,230808,0,43573,18.9,0,,
MFKZ,229423,265,6094,2.7,265,2018-07-01,2018-07-01
Swing Kids,222001,5,43952,19.8,5,2018-11-01,2018-11-01
Little Pink House,220948,691,68507,31,691,2018-01-01,2018-01-01
Mazinger Z: INFINITY,220682,691,137451,62.3,691,,
Fragments of Truth,219342,190,0,0,190,2018-02-01,2018-02-01
Harry Potter and the Prisoner of Azkaban,218774,5,0,0,5,2018-05-01,2018-05-01
Dark Money,217932,385,8100,0,385,2018-05-01,2018-05-01
Getting Grace,217812,346,103831,47.7,346,2018-09-01,2018-09-01
The Producers,216807,1403,120975,55.8,1403,2018-09-01,2018-09-01
The Treasure of the Sierra Madre,215295,1403,144074,66.9,1403,2018-10-01,2018-10-01
Agent Mr. Chan,208351,807,62234,29.9,807,2018-11-01,2018-11-01
The Dating Project,208100,4,0,0,4,2018-12-01,2018-12-01
Heading Home: The Tale of Team Israel,207533,115,12678,6.1,115,2018-02-01,2018-02-01
The Guilty,207140,115,60050,29,115,2018-04-01,2018-04-01
Default,203775,725,50011,24.5,725,2018-12-01,2018-12-01
Keep the Change,202788,725,12445,6.1,725,2018-12-01,2018-12-01
The Bolshoi Ballet: Live From Moscow - Coppélia,202217,86,202217,100,86,2018-12-01,2018-12-01
Zama,200600,86,26123,13,86,2018-04-01,2018-04-01
Gemini,200340,697,32980,16.5,697,2018-09-01,2018-09-01
Gauguin: Voyage to Tahiti,200140,673,35994,18,673,,
Rebel Without a Cause,199963,687,116668,58.3,687,2018-02-01,2018-02-01
Studio 54,199767,687,14909,7.5,687,2018-02-01,2018-02-01
Have It All -The Movie,197142,314,0,0,314,2018-06-01,2018-06-01
Fate/Stay Night: Heaven's Feel - I. Presage Flower,193833,314,0,0,314,,
The Final Year,191900,152,67971,35.4,152,2018-02-01,2018-02-01
Harry Potter and the Goblet of Fire,188716,152,0,0,152,2018-03-01,2018-03-01
The Bolshoi Ballet: Live From Moscow - Don Quixote,187946,136,187824,99.9,136,2018-12-01,2018-12-01
Never-Ending Man: Hayao Miyazaki,187320,3,10238,5.5,3,2018-05-01,2018-05-01
The Monkey King 3,187074,865,95577,51.1,865,2018-11-01,2018-11-01
Goldbuster,186135,4,79180,42.5,4,2018-01-01,2018-01-01
Summer 1993,185903,699,21307,11.5,699,2018-10-01,2018-10-01
Maquia: When the Promised Flower Blooms,185699,699,71472,38.5,699,2018-10-01,2018-10-01
Madeline's Madeline,185576,136,18009,9.7,136,2018-08-01,2018-08-01
National Theatre Live: King Lear,185305,4,0,0,4,2018-10-01,2018-10-01
Cobra Kai Premiere Event feat. The Karate Kid,185082,55,0,0,55,2018-02-01,2018-02-01
Karwaan,182009,45,98460,54.1,45,2018-04-01,2018-04-01
Harry Potter and the Deathly Hallows: Part 2,181938,235,0,0,235,2018-12-01,2018-12-01
Last Letter,180946,3,80485,44.5,3,2018-03-01,2018-03-01
The Accidental Detective 2: In Action,179045,377,47367,26.5,377,2018-11-01,2018-11-01
BuyBust,178471,377,77955,43.7,377,,
The Guardians,177331,266,7479,4.2,266,2018-07-01,2018-07-01
The Bolshoi Ballet: Live From Moscow - The Flames of Paris,175922,4,175922,100,4,2018-09-01,2018-09-01
Always at The Carlyle,174251,754,9239,5.3,754,2018-07-01,2018-07-01
The Metropolitan Opera HD Live: Puccini: Turandot,172627,731,0,0,731,2018-07-01,2018-07-01
The Bolshoi Ballet: Live From Moscow - La Sylphide,171177,277,168718,98.6,277,2018-03-01,2018-03-01
The House That Jack Built,170113,14,0,0,14,2018-06-01,2018-06-01
Luis and the Aliens,169710,643,0,0,643,2018-09-01,2018-09-01
The Bolshoi Ballet: Live From Moscow - The Lady of the Camellias,167991,643,167991,100,643,2018-11-01,2018-11-01
Rampant,167937,102,18326,10.9,102,2018-05-01,2018-05-01
Double Lover,167581,102,62995,37.6,102,2018-06-01,2018-06-01
Is Genesis History?,166763,123,0,0,123,2018-03-01,2018-03-01
Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,166616,123,22717,13.6,123,2018-04-01,2018-04-01
Far From the Tree,166018,122,19885,12,122,2018-11-01,2018-11-01
Journey's End,161796,0,11798,7.3,0,2018-06-01,2018-06-01
The Samuel Project,161565,687,11087,6.9,687,2018-03-01,2018-03-01
National Theatre Live: The Curious Incident of the Dog in the Night-Time,160381,687,0,0,687,2018-04-01,2018-04-01
Silencio,158723,149,90480,57,149,2018-11-01,2018-11-01
The Last Resort,158646,16,1844,1.2,16,2018-02-01,2018-02-01
"Buttons, A New Musical Film",151983,95,151972,100,95,2018-07-01,2018-07-01
Eating Animals,149614,4,34524,23.1,4,2018-10-01,2018-10-01
Ghost Stories,148747,211,11972,8,211,2018-05-01,2018-05-01
Bad Reputation,148568,6,130675,88,6,2018-08-01,2018-08-01
Museo,148505,684,16554,11.1,684,2018-04-01,2018-04-01
Harry Potter and the Deathly Hallows: Part 1,148263,684,0,0,684,2018-05-01,2018-05-01
Night of the Living Dead,147423,250,0,0,250,2018-09-01,2018-09-01
The Little Mermaid,147175,75,85505,58.1,75,2018-11-01,2018-11-01
Mr. Smith Goes to Washington,144738,735,83205,57.5,735,2018-04-01,2018-04-01
Best F(r)iends Volume Two,141524,700,69297,49,700,2018-04-01,2018-04-01
Harry Potter and the Order of the Phoenix,132522,651,0,0,651,2018-08-01,2018-08-01
Rudy,131200,651,85349,65.1,651,2018-11-01,2018-11-01
Harry Potter and the Half-Blood Prince,130081,944,0,0,944,2018-08-01,2018-08-01
The Metropolitan Opera HD Live: Puccini: Madama Butterfly,129730,0,0,0,0,2018-08-01,2018-08-01
The Metropolitan Opera HD Live: Tchaikovsky: Eugene Onegin,129498,48,0,0,48,2018-08-01,2018-08-01
The Metropolitan Opera HD Live: Verdi: Il Trovatore,129393,48,0,0,48,2018-09-01,2018-09-01
Support the Girls,129124,699,51167,39.6,699,2018-10-01,2018-10-01
Sleepless in Seattle,127281,699,73560,57.8,699,,
Monster Family,127259,62,576,0.5,62,2018-10-01,2018-10-01
The Young Karl Marx,125659,56,26097,20.8,56,2018-11-01,2018-11-01
Bel Canto,125569,742,12421,9.9,742,2018-10-01,2018-10-01
'85: The Greatest Team in Football History,124573,720,0,0,720,2018-10-01,2018-10-01
Wings of Desire,123830,685,12885,10.4,685,2018-04-01,2018-04-01
Yu-Gi-Oh!: The Movie - Pyramid of Light,121688,685,68833,56.6,685,2018-04-01,2018-04-01
Love After Love,121098,187,11290,9.3,187,2018-04-01,2018-04-01
Becoming Astrid,120486,4,5361,4.4,4,2018-06-01,2018-06-01
Five Seasons: The Gardens of Piet Oudolf,119223,718,7525,6.3,718,2018-09-01,2018-09-01
Till The End Of The World,118660,718,57713,48.6,718,,
The Great Buster,118344,687,7107,6,687,2018-02-01,2018-02-01
Bisbee '17,117470,687,6650,0,687,2018-02-01,2018-02-01
Ryuichi Sakamoto: Coda,117460,105,12827,10.9,105,2018-10-01,2018-10-01
George Takei's Allegiance,117162,4,0,0,4,,
Gonjiam: Haunted Asylum,115252,616,19017,16.5,616,2018-02-01,2018-02-01
Mantra: Sounds Into Silence,115013,609,0,0,609,2018-03-01,2018-03-01
Nostalgia,114603,300,15955,13.9,300,2018-12-01,2018-12-01
Bodied,113956,300,53000,46.5,300,,
Hymn: Sarah Brightman in Concert,113274,691,0,0,691,2018-03-01,2018-03-01
A Boy. A Girl. A Dream.,112552,691,67760,60.2,691,,
Take Point,112386,705,21189,18.9,705,2018-10-01,2018-10-01
"Hale County This Morning, This Evening",112282,705,8640,7.7,705,2018-10-01,2018-10-01
The Dawn Wall,112191,69,21615,19.3,69,2018-05-01,2018-05-01
A Chance in the World,112007,69,0,0,69,2018-06-01,2018-06-01
The Negotiation,110986,725,14273,12.9,725,2018-08-01,2018-08-01
Lu Over the Wall,109857,0,60773,55.3,0,,
El Angel,109608,79,23348,21.3,79,2018-03-01,2018-03-01
The Captain,109226,79,7568,6.9,79,2018-04-01,2018-04-01
Mary Shelley,108900,54,12570,11.5,54,2018-01-01,2018-01-01
In Between,107977,3,5888,5.5,3,2018-04-01,2018-04-01
National Theatre Live: Julius Caesar,107057,685,0,0,685,2018-04-01,2018-04-01
"Love, Cecil",106057,576,9331,8.8,576,2018-05-01,2018-05-01
Airpocalypse,105678,188,35363,33.5,188,2018-07-01,2018-07-01
Never Heard,105271,73,0,0,73,2018-09-01,2018-09-01
Sweet Country,104297,133,8895,8.5,133,2018-08-01,2018-08-01
Namaste England,104156,133,67612,64.9,133,2018-11-01,2018-11-01
Detective K: Secret of the Living Dead,104013,593,30288,29.1,593,2018-09-01,2018-09-01
Memoir of War,103636,0,11653,11.2,0,,
Happy Phirr Bhag Jayegi,103385,638,72376,70,638,2018-12-01,2018-12-01
Filmworker,102609,638,7984,7.8,638,2018-12-01,2018-12-01
Ismael's Ghosts,102510,781,19158,18.7,781,2018-02-01,2018-02-01
Revenge,102091,0,45924,45,0,2018-03-01,2018-03-01
Andrei Rublev,102021,85,12807,12.6,85,2018-08-01,2018-08-01
Unstoppable,101417,2,42133,41.5,2,2018-09-01,2018-09-01
All About Nina,100335,113,26468,26.4,113,2018-12-01,2018-12-01
Meow Wolf: Origin Story,99488,113,0,0,113,2018-01-01,2018-01-01
National Theatre Live: Macbeth,97857,67,0,0,67,2018-04-01,2018-04-01
Champion,97472,2,17095,17.5,2,2018-07-01,2018-07-01
Godspeed: The Race Across America,96690,71,0,0,71,2018-09-01,2018-09-01
Golden Slumber,94450,1,0,0,1,2018-01-01,2018-01-01
Let the Corpses Tan,93409,34,11918,12.8,34,2018-06-01,2018-06-01
Reign of Judges: Title of Liberty - Concept Short,93224,4,0,0,4,2018-11-01,2018-11-01
BANDSTAND: The Broadway Musical on Screen,91000,669,0,0,669,2018-11-01,2018-11-01
John McEnroe: In the Realm of Perfection,90964,669,7878,8.7,669,2018-11-01,2018-11-01
Running for Grace,89988,720,30597,34,720,2018-06-01,2018-06-01
Cat on a Hot Tin Roof,89332,0,0,0,0,2018-06-01,2018-06-01
The Third Murder,89315,1029,10670,11.9,1029,2018-12-01,2018-12-01
Bolshoi Ballet: Swan Lake,88905,1029,0,0,1029,2018-12-01,2018-12-01
The House That Jack Built,87993,818,34273,38.9,818,2018-05-01,2018-05-01
Goldstone,87639,0,1300,1.5,0,2018-05-01,2018-05-01
The Price of Everything,87400,780,16817,19.2,780,2018-11-01,2018-11-01
Lobster Cop,85693,69,35015,40.9,69,2018-02-01,2018-02-01
Big Brother,85624,93,41225,48.1,93,2018-05-01,2018-05-01
How to Talk to Girls at Parties,84809,4,12674,14.9,4,2018-07-01,2018-07-01
Custody,83882,193,4947,5.9,193,2018-09-01,2018-09-01
National Theatre Live: Antony & Cleopatra,83672,193,0,0,193,2018-10-01,2018-10-01
Claire's Camera,83418,999,11489,13.8,999,2018-11-01,2018-11-01
Blood Fest,82774,989,0,0,989,,
Doctor Who: The Woman Who Fell to Earth,82698,74,0,0,74,2018-10-01,2018-10-01
Godard Mon Amour,82264,7,10994,13.4,7,2018-01-01,2018-01-01
Yuri!!! On Ice,81878,92,81878,100,92,2018-02-01,2018-02-01
Nancy,80115,3,15056,18.8,3,2018-05-01,2018-05-01
En el séptimo día,79887,32,12793,16,32,2018-05-01,2018-05-01
Have a Nice Day,79393,23,10463,13.2,23,2018-06-01,2018-06-01
The Princess and the Matchmaker,78900,203,20142,25.5,203,2018-05-01,2018-05-01
The Boxcar Children - Surprise Island,78676,4,0,0,4,2018-07-01,2018-07-01
A Breath Away,77987,392,16046,20.6,392,2018-11-01,2018-11-01
Shock and Awe,77980,0,45856,58.8,0,,
93Queen,76056,325,6302,8.3,325,2018-12-01,2018-12-01
The Brawler,75929,6,47808,63,6,2018-01-01,2018-01-01
The Riot Act,75506,52,28840,38.2,52,2018-06-01,2018-06-01
Keys To The Heart,75134,46,9851,13.1,46,2018-08-01,2018-08-01
Tehran Taboo,74758,27,4962,6.6,27,2018-10-01,2018-10-01
Above and Beyond: NASA's Journey to Tomorrow,74711,2,35490,47.5,2,2018-03-01,2018-03-01
After Auschwitz,73885,477,0,0,477,2018-08-01,2018-08-01
Bye Bye Germany,73730,474,4874,6.6,474,2018-09-01,2018-09-01
The Last Suit,73548,533,27549,37.5,533,2018-09-01,2018-09-01
"Nico, 1988",73304,533,12309,16.8,533,,
Helicopter Eela,71971,69,51115,71,69,2018-02-01,2018-02-01
Namiya,70814,69,39584,55.9,69,2018-03-01,2018-03-01
The Fog,70421,88,39565,56.2,88,2018-08-01,2018-08-01
Wastelander,70045,3,20768,29.6,3,2018-11-01,2018-11-01
Parchi,69431,224,34437,49.6,224,2018-06-01,2018-06-01
Outside In,68492,5,14136,20.6,5,2018-09-01,2018-09-01
Chef Flynn,68407,623,7509,11,623,2018-12-01,2018-12-01
Where Hands Touch,67743,536,67743,100,536,2018-12-01,2018-12-01
Under the Tree,67596,608,13617,20.1,608,2018-10-01,2018-10-01
Making the Five Heartbeats,67415,0,0,0,0,,
The Doctor from India,67136,40,2442,3.6,40,2018-08-01,2018-08-01
"3100, Run and Become",65524,40,0,0,40,2018-09-01,2018-09-01
Beuys,65410,681,9084,13.9,681,2018-09-01,2018-09-01
Feng Shui,64147,681,9644,15,681,2018-09-01,2018-09-01
"Monrovia, Indiana",63944,757,5172,8.1,757,2018-03-01,2018-03-01
Liz and the Blue Bird,63204,726,0,0,726,2018-03-01,2018-03-01
The Gardener,62734,240,6298,10,240,2018-09-01,2018-09-01
Never Goin' Back,61271,4,10322,16.8,4,2018-10-01,2018-10-01
Viper Club,60607,112,14180,23.4,112,2018-09-01,2018-09-01
Where Is Kyra?,59717,82,7000,0,82,2018-11-01,2018-11-01
Bomb City,59329,742,31005,52.3,742,2018-09-01,2018-09-01
Digimon Adventure tri. Part 4: Loss,59114,0,0,0,0,2018-09-01,2018-09-01
"Westwood: Punk, Icon, Activist",58979,45,4450,7.5,45,2018-03-01,2018-03-01
Horn from the Heart: The Paul Butterfield Story,58597,4,3086,5.3,4,2018-06-01,2018-06-01
A Kid Like Jake,58403,640,8936,15.3,640,2018-09-01,2018-09-01
Cynthia,58177,640,30660,52.7,640,2018-09-01,2018-09-01
In Search of Greatness,58090,35,32952,56.7,35,2018-03-01,2018-03-01
Woman Walks Ahead,57528,2,6863,11.9,2,2018-08-01,2018-08-01
Black '47,57520,777,8600,15,777,2018-04-01,2018-04-01
Bhavesh Joshi Superhero,57376,777,42579,74.2,777,2018-04-01,2018-04-01
Ramen Heads,57345,639,7085,12.4,639,2018-08-01,2018-08-01
Django,56556,0,11722,20.7,0,2018-08-01,2018-08-01
American Dream: Detroit,55092,504,0,0,504,2018-04-01,2018-04-01
DAZN Boxing: Canelo Alvarez vs. Rocky Fielding,54916,0,54916,100,0,2018-08-01,2018-08-01
Digimon Adventure tri. Part 6: Future,54324,658,0,0,658,2018-08-01,2018-08-01
The Great Silence,53074,624,8755,16.5,624,2018-08-01,2018-08-01
Twiceland,52874,60,0,0,60,2018-08-01,2018-08-01
Digimon Adventure tri. Part 5: Coexistence,52339,2,0,0,2,2018-11-01,2018-11-01
Before We Vanish,52087,99,8370,16.1,99,2018-09-01,2018-09-01
The Snowman Trek,51743,99,0,0,99,2018-10-01,2018-10-01
Wanda,51713,59,10679,20.7,59,2018-02-01,2018-02-01
I Am Not a Witch,50868,3,8252,16.2,3,2018-05-01,2018-05-01
The Royal Wedding: Prince Harry and Meghan Markle,50264,752,50264,100,752,2018-04-01,2018-04-01
Jumanji/Jumanji: Welcome to the Jungle,49381,721,32264,65.3,721,2018-04-01,2018-04-01
Hal,48698,36,5150,0,36,2018-11-01,2018-11-01
The China Hustle,48650,15,25791,53,15,2018-01-01,2018-01-01
350 Days - Legends. Champions. Survivors,47526,513,0,0,513,2018-01-01,2018-01-01
Bigger,46382,0,31477,67.9,0,2018-01-01,2018-01-01
Racer and the Jailbird,46337,73,2513,5.4,73,2018-09-01,2018-09-01
Summer in the Forest,45542,23,8366,18.4,23,2018-11-01,2018-11-01
Rodin,44261,138,0,0,138,2018-11-01,2018-11-01
What Will People Say,44156,5,4024,9.1,5,2018-01-01,2018-01-01
Liyana,44045,691,2160,4.9,691,2018-11-01,2018-11-01
Garry Winogrand: All Things are Photographable,44002,691,9058,20.6,691,2018-11-01,2018-11-01
Hitler's Hollywood,43766,510,8634,19.7,510,2018-07-01,2018-07-01
Antonio Lopez 1970: Sex Fashion & Disco,43169,10,7167,16.6,10,2018-07-01,2018-07-01
First We Take Brooklyn,42812,648,15845,37,648,2018-11-01,2018-11-01
A Ciambra,41934,645,6330,15.1,645,2018-11-01,2018-11-01
Golden Exits,41888,746,11719,28,746,2018-08-01,2018-08-01
Western,41072,715,6688,16.3,715,2018-08-01,2018-08-01
Humor Me,40099,438,3342,8.3,438,2018-07-01,2018-07-01
Submission,39985,410,0,0,410,2018-07-01,2018-07-01
Mamma Mia!,39601,0,23376,59,0,2018-09-01,2018-09-01
Divide and Conquer,38510,0,18833,48.9,0,,
Araby,38399,586,8668,22.6,586,2018-10-01,2018-10-01
Gray Matter,38034,586,14064,37,586,2018-10-01,2018-10-01
The Heart of Nuba,37788,687,4016,10.6,687,2018-11-01,2018-11-01
Oolong Courtyard: KungFu School,37727,687,19065,50.5,687,,
Krystal,37516,31,0,0,31,2018-08-01,2018-08-01
Girls vs Gangsters,37115,2,15044,40.5,2,2018-09-01,2018-09-01
Return of the Hero,37108,153,761,2.1,153,2018-09-01,2018-09-01
Breath,37108,18,5258,14.2,18,2018-10-01,2018-10-01
Small Group,37058,300,26579,71.7,300,2018-02-01,2018-02-01
Searching for Ingmar Bergman,36686,300,5996,16.3,300,2018-03-01,2018-03-01
Mind Game,36613,30,5609,15.3,30,2018-09-01,2018-09-01
For Those Who Don't Read Me,36506,30,9263,25.4,30,2018-11-01,2018-11-01
"No Date, No Signature",36444,277,4993,13.7,277,2018-10-01,2018-10-01
Le Corbeau,36089,8,6452,17.9,8,2018-12-01,2018-12-01
The House of Tomorrow,35821,687,6652,18.6,687,2018-05-01,2018-05-01
The Big Bad Fox and Other Tales,35787,606,0,0,606,2018-05-01,2018-05-01
The Road Movie,35757,100,17175,48,100,2018-03-01,2018-03-01
PGS: Intuition Is Your Personal Guidance System,35423,3,0,0,3,2018-06-01,2018-06-01
That Summer,34556,34,5977,17.3,34,2018-07-01,2018-07-01
24 Frames,34482,1,8101,23.5,1,2018-09-01,2018-09-01
Holy Hell,34366,718,21504,62.6,718,2018-08-01,2018-08-01
Maui,33953,683,0,0,683,2018-08-01,2018-08-01
Sollers Point,32608,153,10618,32.6,153,2018-01-01,2018-01-01
Goodland,32140,153,17621,54.8,153,2018-02-01,2018-02-01
Moynihan,31970,491,4416,13.8,491,2018-09-01,2018-09-01
Good Manners,31177,491,2476,7.9,491,2018-10-01,2018-10-01
Poor Boy,31031,755,10920,35.2,755,2018-05-01,2018-05-01
Cold Water,30209,734,5110,16.9,734,2018-05-01,2018-05-01
The Desert Bride,30110,0,2127,7.1,0,2018-11-01,2018-11-01
Memories of Underdevelopment,29647,0,8244,27.8,0,,
The Mercy,29538,479,0,0,479,2018-06-01,2018-06-01
Charm City,29335,0,10511,35.8,0,2018-06-01,2018-06-01
Restoring Tomorrow,28556,0,0,0,0,2018-10-01,2018-10-01
The Apparition,28293,0,9830,34.7,0,,
On Her Shoulders,28288,512,4374,15.5,512,2018-10-01,2018-10-01
Quai des Orfèvres,28013,0,7125,25.4,0,2018-10-01,2018-10-01
The Amendment,27961,522,0,0,522,2018-11-01,2018-11-01
Senso,27723,0,3984,14.4,0,,
The Cured,26630,16,4875,18.3,16,2018-03-01,2018-03-01
Milford Graves Full Mantis,26566,4,7407,27.9,4,2018-07-01,2018-07-01
Belle de Jour,26331,415,6462,24.5,415,2018-08-01,2018-08-01
The Charmer,26167,10,4128,15.8,10,2018-10-01,2018-10-01
The Misandrists,26123,665,3278,12.5,665,2018-02-01,2018-02-01
Ridge Runners,26019,630,8015,30.8,630,2018-02-01,2018-02-01
Jet Trash,26002,300,4914,18.9,300,2018-10-01,2018-10-01
No Intenso Agora,24955,10,5565,22.3,10,2018-11-01,2018-11-01
An Elephant's Journey,24844,48,0,0,48,2018-08-01,2018-08-01
The Day After,24746,3,3727,15.1,3,2018-10-01,2018-10-01
Swimming with Men,24708,36,10336,41.8,36,2018-05-01,2018-05-01
Life and Nothing More,24358,4,6536,26.8,4,2018-08-01,2018-08-01
Night of 7 Years,24281,39,13669,56.3,39,2018-03-01,2018-03-01
Elliot the Littlest Reindeer,24262,5,22056,90.9,5,2018-06-01,2018-06-01
Vazante,23884,616,3489,14.6,616,2018-06-01,2018-06-01
Death House,23833,616,10140,42.5,616,2018-06-01,2018-06-01
Letter from Masanjia,23481,725,8295,35.3,725,2018-06-01,2018-06-01
The Atomic Cafe,22293,0,4098,18.4,0,2018-06-01,2018-06-01
The Judge,22257,638,0,0,638,2018-08-01,2018-08-01
Winning Formula,22189,507,4505,20.3,507,2018-08-01,2018-08-01
The Workshop,22061,662,2860,13,662,2018-03-01,2018-03-01
Loving Pablo,22017,628,16564,75.2,628,2018-03-01,2018-03-01
The Female Brain,21786,50,6886,31.6,50,2018-07-01,2018-07-01
A Paris Education,21598,50,3467,16.1,50,2018-08-01,2018-08-01
Half the Picture,21589,29,6581,30.5,29,2018-10-01,2018-10-01
Primal Rage: The Legend of Konga,21497,21,0,0,21,2018-02-01,2018-02-01
Tyrel,21456,173,6059,28.2,173,2018-07-01,2018-07-01
Ganja & Hess,21197,0,3406,16.1,0,,
The Happys,21108,41,7707,36.5,41,2018-03-01,2018-03-01
Ava,20940,3,2996,14.3,3,2018-07-01,2018-07-01
Did You Wonder Who Fired the Gun?,20765,36,5725,27.6,36,2018-04-01,2018-04-01
The Tag Along: Devil Fish,20726,3,10974,52.9,3,2018-08-01,2018-08-01
Ice Dragon: Legend of the Blue Daisies,20549,532,11984,58.3,532,2018-09-01,2018-09-01
The Devil and Father Amorth,20449,532,7814,38.2,532,2018-09-01,2018-09-01
Izzy Gets the F*ck Across Town,20208,758,10559,52.3,758,2018-06-01,2018-06-01
Apocalypsis,20052,733,3945,19.7,733,2018-06-01,2018-06-01
Eight Hours Don't Make a Day,19987,32,5880,29.4,32,2018-06-01,2018-06-01
"One Sings, the Other Doesn't",19919,32,6700,33.6,32,2018-07-01,2018-07-01
Active Measures,19862,35,9509,47.9,35,2018-05-01,2018-05-01
Freak Show,19696,1,4809,24.4,1,2018-08-01,2018-08-01
Who We Are Now,19128,22,5188,27.1,22,2018-09-01,2018-09-01
November,19084,2,3354,17.6,2,2018-12-01,2018-12-01
Anything,19037,25,4110,21.6,25,2018-02-01,2018-02-01
Frank and Ava,18829,1,3080,16.4,1,,
Crime + Punishment,18644,621,8787,47.1,621,2018-07-01,2018-07-01
Mrs. Hyde,18627,526,5943,31.9,526,2018-07-01,2018-07-01
Maquia: When the Promised Flower Blooms,18539,693,6100,32.9,693,2018-10-01,2018-10-01
Allegiance to Broadway,18527,0,0,0,0,2018-10-01,2018-10-01
Desolation,18490,609,11320,61.2,609,2018-10-01,2018-10-01
Gabriel and the Mountain,18415,609,4963,27,609,2018-11-01,2018-11-01
306 Hollywood,18399,73,8150,0,73,2018-03-01,2018-03-01
Batman: Mask of the Phantasm,17813,73,0,0,73,2018-03-01,2018-03-01
Marlina the Murderer in Four Acts,17788,101,3296,18.5,101,2018-03-01,2018-03-01
King of Hearts,17646,3,3443,19.5,3,2018-05-01,2018-05-01
The Chronicle of Anna Magdalena Bach,17527,360,3453,19.7,360,2018-12-01,2018-12-01
